ULAN_ID,Name,Sector
500447868,"Crocker, Charles",Sector 92-Public Administration
500446683,"Davenport, Ira",Sector 92-Public Administration
500448227,"De Lima, David A.",Sector 92-Public Administration
500446564,"Gardiner, George Schuyler",Sector 92-Public Administration
500213593,"Hearst, William Randolph",Sector 92-Public Administration
500356367,"Mellon, Andrew W.",Sector 92-Public Administration
500447607,"Merriam, William Rush",Sector 92-Public Administration
500447038,"Oliver, George Tener",Sector 92-Public Administration
500446574,"Ruppert, Jacob",Sector 92-Public Administration
500446561,"Salter, Thomas P.",Sector 92-Public Administration
500326383,"Stanford, Leland",Sector 92-Public Administration
500448424,"Stewart, Lispenard",Sector 92-Public Administration
500336869,"Widener, Peter A.B.",Sector 92-Public Administration
500314546,"Blumenthal, George",Lotos Club
500447764,"Brookfield, William",Lotos Club
500447367,"Burrage, Albert C.",Lotos Club
500448232,"Clark, William Andrews",Lotos Club
500443259,"Clarke, Augustus W.",Lotos Club
500443312,"Connor, Washington Everett",Lotos Club
500448227,"De Lima, David A.",Lotos Club
none,"Fletcher, Isaac D.",Lotos Club
500446609,"Flower, Frederick, S.",Lotos Club
500083263,"Fry, John Hemming",Lotos Club
500446564,"Gardiner, George Schuyler",Lotos Club
none,"Harrison, Hugh H.",Lotos Club
500447886,"Hearn, George A.",Lotos Club
500213593,"Hearst, William Randolph",Lotos Club
500372637,"Heye, Dr. George G.",Lotos Club
none,"Humphreys, Dr. Alexander C.",Lotos Club
500320993,"Lambert, Catholina",Lotos Club
500447645,"Lawrence, Frank R.",Lotos Club
500443489,"Lehmaier, Louis A.",Lotos Club
500439393,"Lehman, Arthur",Lotos Club
500448291,"Mansfield, Burton",Lotos Club
500447607,"Merriam, William Rush",Lotos Club
500446910,"Obrig, Adolf",Lotos Club
500778998,"Reinhardt, Henry",Lotos Club
500448080,"Reisinger, Hugo",Lotos Club
500446574,"Ruppert, Jacob",Lotos Club
500448095,"Seligman, Henry",Lotos Club
500443320,"Seligman, Isaac Newton",Lotos Club
500447386,"Shepherd, James G.",Lotos Club
500447669,"Stern, Louis",Lotos Club
500439445,"Stransky, Josef",Lotos Club
500447003,"Tenney, Charles Henry",Lotos Club
500448430,"Valentine, P.A.",Lotos Club
500336869,"Widener, Peter A.B.",Lotos Club
500448065,"Woolworth, Frank Winfield",Lotos Club
none,"Adams, Edward D.",Union League Club
500443549,"Aitken, John W.",Union League Club
500360233,"Alger, Russel Alexander",Union League Club
500447759,"Allis, Charles",Union League Club
500360278,"Ames, Frederick Lothrop",Union League Club
500360281,"Ames, Oliver",Union League Club
500360341,"Andrews, William Loring",Union League Club
500435405,"Astor, John Jacob (III)",Union League Club
500313673,"Avery, Samuel Putnam",Union League Club
500448264,"Baker, George F.",Union League Club
500446711,"Bakewell, Allen Campbell",Union League Club
500447996,"Bangs, F.N.",Union League Club
500446555,"Bishop, Heber R.",Union League Club
500447889,"Borden, Matthew Challoner Durfee",Union League Club
500448241,"Bostwick, Jabez A.",Union League Club
500447764,"Brookfield, William",Union League Club
500447367,"Burrage, Albert C.",Union League Club
500446556,"Butler, Theron R.",Union League Club
500435474,"Carstairs, Charles Stewart",Union League Club
500447358,"Carstairs, John Haseltine",Union League Club
none,"Clark, William (Newark)",Union League Club
500315918,"Clarke, Thomas B.",Union League Club
500446630,"Closson, James T.",Union League Club
500450037,"Clyde, William P.",Union League Club
none,"Cochran, Thomas",Union League Club
500443262,"Coffin, Charles Albert",Union League Club
500443312,"Connor, Washington Everett",Union League Club
none,"Cook, Henry H.",Union League Club
500447868,"Crocker, Charles",Union League Club
500448027,"Curtis, George N.",Union League Club
500445510,"Curtis, William John",Union League Club
500446683,"Davenport, Ira",Union League Club
500443803,"Davis, Theodore M.",Union League Club
500447692,"Dick, Harris Brisbane",Union League Club
500447731,"Dun, Robert Graham",Union League Club
500443239,"Ellsworth, James W.",Union League Club
500447606,"Fahnestock, Harris Charles",Union League Club
500444622,"Field, Marshall",Union League Club
500447591,"Fiske, Josiah M.",Union League Club
500259690,"Flagler, Henry Morrison",Union League Club
none,"Fletcher, Isaac D.",Union League Club
500448040,"Foos, Lamar",Union League Club
500274405,"Frick, Henry Clay (NY)",Union League Club
none,"Fuller, William H.",Union League Club
500448359,"Gould, Frank Jay",Union League Club
500447590,"Graham, Malcolm",Union League Club
500446977,"Harbeck, Charles T.",Union League Club
500448293,"Harding, J. Horace",Union League Club
500447663,"Harper, Fletcher, Jr.",Union League Club
500447944,"Harper, Joseph Abner",Union League Club
500448059,"Hartley, Marcellus",Union League Club
500449909,"Hill, James N.",Union League Club
500446709,"Hine, Francis L.",Union League Club
500447057,"Hoagland, Joseph Christoffel",Union League Club
500443514,"Holmes, John Grier",Union League Club
500443282,"Horton, Henry Lawrence",Union League Club
500447892,"Hotchkiss, Horace L.",Union League Club
500446919,"Hoyt, Charles Albert",Union League Club
none,"Humphreys, Dr. Alexander C.",Union League Club
500435855,"Huntington, Collis P.",Union League Club
500435856,"Huntington, Henry Edwards",Union League Club
500447671,"Hyde, Clarence M.",Union League Club
500448113,"Hyde, Henry Baldwin",Union League Club
500443701,"Inglis, James Smith",Union League Club
500448271,"Ives, Brayton C.",Union League Club
500447391,"Jackson, Edwin E.",Union League Club
500448357,"Jennings, Frederick Beach",Union League Club
none,"King, David H., Jr.",Union League Club
500443646,"Kirby, Thomas E.",Union League Club
500320993,"Lambert, Catholina",Union League Club
500447713,"Lawrence, Cyrus I.",Union League Club
500447981,"Layton, Frederick",Union League Club
500447271,"Leighton, George E.",Union League Club
500447001,"Mather, Samuel",Union League Club
500449846,"McGarrah, G. W.",Union League Club
500356367,"Mellon, Andrew W.",Union League Club
500446675,"Milbank, Jeremiah",Union League Club
500448314,"Milliken, Seth Mellen",Union League Club
500447907,"Mills, Darius Ogden",Union League Club
500445235,"Moore, William Henry",Union League Club
500322851,"Morgan, J. Pierpont",Union League Club
500447038,"Oliver, George Tener",Union League Club
500443254,"Oliver, Henry W.",Union League Club
500448358,"Peavey, Frank Hutchinson",Union League Club
500443893,"Penfold, Edmund",Union League Club
500448433,"Peters, Samuel T.",Union League Club
500447938,"Raynor, James A.",Union League Club
500447957,"Riker, John Lawrence",Union League Club
500447989,"Roberts, Marshall O.",Union League Club
500447943,"Rockefeller, William Avery Jr.",Union League Club
500447566,"Roebling, Ferdinand W.",Union League Club
500444931,"Sabin, Charles H.",Union League Club
500446561,"Salter, Thomas P.",Union League Club
500443232,"Schwab, Charles M.",Union League Club
500447386,"Shepherd, James G.",Union League Club
500447561,"Sloane, William Douglas",Union League Club
500447573,"Smith, Charles Stewart",Union League Club
500448458,"Smith, Theodore E.",Union League Club
500326383,"Stanford, Leland",Union League Club
500448424,"Stewart, Lispenard",Union League Club
500445305,"Stillman, James",Union League Club
500447003,"Tenney, Charles Henry",Union League Club
500447019,"Terry, John T.",Union League Club
500443546,"Thomas, Seth Edward",Union League Club
500447668,"Thorne, Samuel P.",Union League Club
500443864,"Tousey, Sinclair",Union League Club
500443322,"Tuckerman, Lucius",Union League Club
500448211,"Valentine, Lawson",Union League Club
500448430,"Valentine, P.A.",Union League Club
500447578,"Vanderbilt, Cornelius II",Union League Club
500448108,"Ward, Leslie Dodd",Union League Club
500444040,"Warren, John Hobart",Union League Club
500443260,"Willets, Howard",Union League Club
500448065,"Woolworth, Frank Winfield",Union League Club
500448264,"Baker, George F.",Money Trust Investigation
500447709,"Berwind, Edward Julius",Money Trust Investigation
500447606,"Fahnestock, Harris Charles",Money Trust Investigation
500448272,"Gary, Elbert H.",Money Trust Investigation
500447898,"Gould, George Jay I",Money Trust Investigation
500443497,"Harkness, Charles W.",Money Trust Investigation
500446709,"Hine, Francis L.",Money Trust Investigation
500448357,"Jennings, Frederick Beach",Money Trust Investigation
500443623,"Jennings, Walter",Money Trust Investigation
500449846,"McGarrah, G. W.",Money Trust Investigation
500356367,"Mellon, Andrew W.",Money Trust Investigation
500445235,"Moore, William Henry",Money Trust Investigation
500322851,"Morgan, J. Pierpont",Money Trust Investigation
500449995,"Ream, Norman B.",Money Trust Investigation
500448274,"Reid, Daniel G.",Money Trust Investigation
500447943,"Rockefeller, William Avery Jr.",Money Trust Investigation
500444931,"Sabin, Charles H.",Money Trust Investigation
500448262,"Schiff, Jacob Henry",Money Trust Investigation
500447561,"Sloane, William Douglas",Money Trust Investigation
500443775,"Spoor, John A.",Money Trust Investigation
500445305,"Stillman, James",Money Trust Investigation
500448430,"Valentine, P.A.",Money Trust Investigation
