source label,source,target label,target,weight
"Barger, Samuel F.",10,"Seligman, Isaac Newton",120,1
"Bartlett, Francis",11,"Seligman, Isaac Newton",120,1
"Berwind, Edward Julius",12,"Seligman, Isaac Newton",120,1
"Bishop, Heber R.",13,"Seligman, Isaac Newton",120,1
"Bixby, William K.",14,"Seligman, Isaac Newton",120,1
"Blumenthal, George",15,"Seligman, Isaac Newton",120,1
"Borden, Matthew Challoner Durfee",16,"Seligman, Isaac Newton",120,1
"Brookfield, William",18,"Seligman, Isaac Newton",120,1
"Catlin, Daniel",21,"Seligman, Isaac Newton",120,1
"Clark, George Crawford",22,"Seligman, Isaac Newton",120,1
"Clark, William Andrews",24,"Seligman, Isaac Newton",120,1
"Closson, James T.",26,"Seligman, Isaac Newton",120,1
"Cochran, Thomas",28,"Seligman, Isaac Newton",120,1
"Comstock, William C.",30,"Seligman, Isaac Newton",120,1
"Connor, Washington Everett",31,"Seligman, Isaac Newton",120,1
"Cook, Henry H.",32,"Seligman, Isaac Newton",120,1
"Crocker, Charles",33,"Seligman, Isaac Newton",120,1
"Davis, Theodore M.",36,"Seligman, Isaac Newton",120,1
"Ellsworth, James W.",39,"Seligman, Isaac Newton",120,1
"Fahnestock, Harris Charles",40,"Seligman, Isaac Newton",120,1
"Fiske, Josiah M.",41,"Seligman, Isaac Newton",120,1
"Fletcher, Isaac D.",43,"Seligman, Isaac Newton",120,1
"Flower, Frederick, S.",44,"Seligman, Isaac Newton",120,1
"Frick, Henry Clay (NY)",46,"Seligman, Isaac Newton",120,1
"Gary, Elbert H.",48,"Seligman, Isaac Newton",120,1
"Gould, Frank Jay",49,"Seligman, Isaac Newton",120,1
"Gould, George Jay I",50,"Seligman, Isaac Newton",120,1
"Harding, J. Horace",52,"Seligman, Isaac Newton",120,1
"Harkness, Charles W.",53,"Seligman, Isaac Newton",120,1
"Hartley, Marcellus",56,"Seligman, Isaac Newton",120,1
"Heye, Dr. George G.",58,"Seligman, Isaac Newton",120,1
"Hill, James N.",59,"Seligman, Isaac Newton",120,1
"Hine, Francis L.",60,"Seligman, Isaac Newton",120,1
"Holmes, John Grier",62,"Seligman, Isaac Newton",120,1
"Horton, Henry Lawrence",63,"Seligman, Isaac Newton",120,1
"Hotchkiss, Horace L.",64,"Seligman, Isaac Newton",120,1
"Hoyt, Charles Albert",65,"Seligman, Isaac Newton",120,1
"Humphreys, Dr. Alexander C.",66,"Seligman, Isaac Newton",120,1
"Hutchinson, William J.",69,"Seligman, Isaac Newton",120,1
"Hyde, Henry Baldwin",71,"Seligman, Isaac Newton",120,1
"Ives, Brayton C.",72,"Seligman, Isaac Newton",120,1
"Jackson, Edwin E.",73,"Seligman, Isaac Newton",120,1
"Jennings, Frederick Beach",74,"Seligman, Isaac Newton",120,1
"Jennings, Walter",75,"Seligman, Isaac Newton",120,2
"Jewett, William Kennon",76,"Seligman, Isaac Newton",120,1
"Lambert, Catholina",78,"Seligman, Isaac Newton",120,1
"Lawrence, Cyrus I.",79,"Seligman, Isaac Newton",120,1
"Lawrence, Frank R.",80,"Seligman, Isaac Newton",120,1
"Lehman, Arthur",82,"Seligman, Isaac Newton",120,1
"Leighton, George E.",83,"Seligman, Isaac Newton",120,1
"Mansfield, Burton",85,"Seligman, Isaac Newton",120,1
"Mather, Samuel",86,"Seligman, Isaac Newton",120,2
"McAlpin, David H.",87,"Seligman, Isaac Newton",120,1
"McGarrah, G. W.",88,"Seligman, Isaac Newton",120,1
"Mellon, Andrew W.",89,"Seligman, Isaac Newton",120,1
"Merriam, William Rush",90,"Seligman, Isaac Newton",120,1
"Milliken, Seth Mellen",92,"Seligman, Isaac Newton",120,1
"Mills, Darius Ogden",93,"Seligman, Isaac Newton",120,1
"Moore, William Henry",94,"Seligman, Isaac Newton",120,1
"Morgan, J. Pierpont",95,"Seligman, Isaac Newton",120,1
"Morgan, J. Pierpont, Jr.",96,"Seligman, Isaac Newton",120,1
"Nickerson, Samuel M.",97,"Seligman, Isaac Newton",120,1
"Obrig, Adolf",98,"Seligman, Isaac Newton",120,1
"Oliver, Henry W.",100,"Seligman, Isaac Newton",120,2
"Peavey, Frank Hutchinson",101,"Seligman, Isaac Newton",120,1
"Penfold, Edmund",102,"Seligman, Isaac Newton",120,1
"Peters, Samuel T.",103,"Seligman, Isaac Newton",120,1
"Ream, Norman B.",105,"Seligman, Isaac Newton",120,1
"Reid, Daniel G.",106,"Seligman, Isaac Newton",120,1
"Riker, John Lawrence",108,"Seligman, Isaac Newton",120,1
"Roberts, Marshall O.",109,"Seligman, Isaac Newton",120,1
"Rockefeller, William Avery Jr.",110,"Seligman, Isaac Newton",120,1
"Roebling, Ferdinand W.",111,"Seligman, Isaac Newton",120,1
"Roloson, Robert W.",112,"Seligman, Isaac Newton",120,1
"Ruppert, Jacob",113,"Seligman, Isaac Newton",120,1
"Ryerson, Martin A.",114,"Seligman, Isaac Newton",120,1
"Sabin, Charles H.",115,"Seligman, Isaac Newton",120,1
"Schiff, Jacob Henry",117,"Seligman, Isaac Newton",120,1
"Schwab, Charles M.",118,"Seligman, Isaac Newton",120,1
"Seligman, Henry",119,"Seligman, Isaac Newton",120,1
"Shepherd, James G.",121,"Seligman, Isaac Newton",120,1
"Sloane, William Douglas",122,"Seligman, Isaac Newton",120,2
"Smith, Charles Stewart",123,"Seligman, Isaac Newton",120,2
"Smith, Theodore E.",124,"Seligman, Isaac Newton",120,1
"Spaulding, William S.",125,"Seligman, Isaac Newton",120,1
"Spoor, John A.",126,"Seligman, Isaac Newton",120,1
"Stanford, Leland",127,"Seligman, Isaac Newton",120,1
"Stern, Louis",128,"Seligman, Isaac Newton",120,1
"Stewart, Lispenard",129,"Seligman, Isaac Newton",120,1
"Stillman, James",130,"Seligman, Isaac Newton",120,1
"Tenney, Charles Henry",131,"Seligman, Isaac Newton",120,1
"Terry, John T.",132,"Seligman, Isaac Newton",120,1
"Thorne, Samuel P.",134,"Seligman, Isaac Newton",120,1
"Tousey, Sinclair",135,"Seligman, Isaac Newton",120,1
"Valentine, P.A.",138,"Seligman, Isaac Newton",120,1
"Vanderbilt, Cornelius II",139,"Seligman, Isaac Newton",120,1
"Walters, Henry",142,"Seligman, Isaac Newton",120,1
"Ward, Leslie Dodd",143,"Seligman, Isaac Newton",120,2
"Warren, John Hobart",144,"Seligman, Isaac Newton",120,1
"White, George Robert",145,"Seligman, Isaac Newton",120,1
"Woolworth, Frank Winfield",147,"Seligman, Isaac Newton",120,1
"Adams, Edward D.",148,"Shepherd, James G.",121,3
"Aitken, John W.",1,"Shepherd, James G.",121,1
"Allis, Charles",4,"Shepherd, James G.",121,1
"Ames, Frederick Lothrop",5,"Shepherd, James G.",121,1
"Astor, John Jacob (III)",7,"Shepherd, James G.",121,1
"Baker, George F.",8,"Shepherd, James G.",121,2
"Bakewell, Allen Campbell",9,"Shepherd, James G.",121,1
"Barger, Samuel F.",10,"Shepherd, James G.",121,1
"Bartlett, Francis",11,"Shepherd, James G.",121,1
"Berwind, Edward Julius",12,"Shepherd, James G.",121,2
"Bishop, Heber R.",13,"Shepherd, James G.",121,2
"Bixby, William K.",14,"Shepherd, James G.",121,2
"Blumenthal, George",15,"Shepherd, James G.",121,3
"Borden, Matthew Challoner Durfee",16,"Shepherd, James G.",121,1
"Bostwick, Jabez A.",17,"Shepherd, James G.",121,1
"Brookfield, William",18,"Shepherd, James G.",121,1
"Burrage, Albert C.",19,"Shepherd, James G.",121,2
"Catlin, Daniel",21,"Shepherd, James G.",121,1
"Clark, George Crawford",22,"Shepherd, James G.",121,1
"Clark, William Andrews",24,"Shepherd, James G.",121,1
"Closson, James T.",26,"Shepherd, James G.",121,1
"Clyde, William P.",27,"Shepherd, James G.",121,1
"Cochran, Thomas",28,"Shepherd, James G.",121,2
"Coffin, Charles Albert",29,"Shepherd, James G.",121,1
"Comstock, William C.",30,"Shepherd, James G.",121,1
"Connor, Washington Everett",31,"Shepherd, James G.",121,1
"Cook, Henry H.",32,"Shepherd, James G.",121,1
"Crocker, Charles",33,"Shepherd, James G.",121,2
"Curtis, William John",35,"Shepherd, James G.",121,1
"Davis, Theodore M.",36,"Shepherd, James G.",121,2
"Ellsworth, James W.",39,"Shepherd, James G.",121,2
"Fahnestock, Harris Charles",40,"Shepherd, James G.",121,2
"Fiske, Josiah M.",41,"Shepherd, James G.",121,1
"Flagler, Henry Morrison",42,"Shepherd, James G.",121,1
"Fletcher, Isaac D.",43,"Shepherd, James G.",121,2
"Flower, Frederick, S.",44,"Shepherd, James G.",121,3
"Frick, Henry Clay (NY)",46,"Shepherd, James G.",121,2
"Gary, Elbert H.",48,"Shepherd, James G.",121,1
"Gould, Frank Jay",49,"Shepherd, James G.",121,2
"Gould, George Jay I",50,"Shepherd, James G.",121,1
"Harding, J. Horace",52,"Shepherd, James G.",121,3
"Harkness, Charles W.",53,"Shepherd, James G.",121,2
"Harrison, Hugh H.",55,"Shepherd, James G.",121,1
"Hartley, Marcellus",56,"Shepherd, James G.",121,1
"Heye, Dr. George G.",58,"Shepherd, James G.",121,2
"Hill, James N.",59,"Shepherd, James G.",121,2
"Hine, Francis L.",60,"Shepherd, James G.",121,1
"Holmes, John Grier",62,"Shepherd, James G.",121,1
"Horton, Henry Lawrence",63,"Shepherd, James G.",121,1
"Hotchkiss, Horace L.",64,"Shepherd, James G.",121,1
"Hoyt, Charles Albert",65,"Shepherd, James G.",121,1
"Humphreys, Dr. Alexander C.",66,"Shepherd, James G.",121,2
"Huntington, Henry Edwards",68,"Shepherd, James G.",121,1
"Hutchinson, William J.",69,"Shepherd, James G.",121,2
"Hyde, Henry Baldwin",71,"Shepherd, James G.",121,1
"Ives, Brayton C.",72,"Shepherd, James G.",121,1
"Jackson, Edwin E.",73,"Shepherd, James G.",121,1
"Jennings, Frederick Beach",74,"Shepherd, James G.",121,1
"Jennings, Walter",75,"Shepherd, James G.",121,2
"Jewett, William Kennon",76,"Shepherd, James G.",121,2
"Lambert, Catholina",78,"Shepherd, James G.",121,1
"Lawrence, Cyrus I.",79,"Shepherd, James G.",121,1
"Lawrence, Frank R.",80,"Shepherd, James G.",121,1
"Lehman, Arthur",82,"Shepherd, James G.",121,2
"Leighton, George E.",83,"Shepherd, James G.",121,1
"Lewisohn, Adolph",84,"Shepherd, James G.",121,1
"Mansfield, Burton",85,"Shepherd, James G.",121,2
"Mather, Samuel",86,"Shepherd, James G.",121,2
"McGarrah, G. W.",88,"Shepherd, James G.",121,1
"Mellon, Andrew W.",89,"Shepherd, James G.",121,2
"Merriam, William Rush",90,"Shepherd, James G.",121,2
"Milliken, Seth Mellen",92,"Shepherd, James G.",121,1
"Mills, Darius Ogden",93,"Shepherd, James G.",121,3
"Moore, William Henry",94,"Shepherd, James G.",121,1
"Morgan, J. Pierpont",95,"Shepherd, James G.",121,2
"Morgan, J. Pierpont, Jr.",96,"Shepherd, James G.",121,2
"Nickerson, Samuel M.",97,"Shepherd, James G.",121,1
"Obrig, Adolf",98,"Shepherd, James G.",121,1
"Oliver, Henry W.",100,"Shepherd, James G.",121,3
"Peavey, Frank Hutchinson",101,"Shepherd, James G.",121,1
"Penfold, Edmund",102,"Shepherd, James G.",121,2
"Peters, Samuel T.",103,"Shepherd, James G.",121,1
"Ream, Norman B.",105,"Shepherd, James G.",121,1
"Reid, Daniel G.",106,"Shepherd, James G.",121,1
"Riker, John Lawrence",108,"Shepherd, James G.",121,2
"Roberts, Marshall O.",109,"Shepherd, James G.",121,1
"Rockefeller, William Avery Jr.",110,"Shepherd, James G.",121,3
"Roebling, Ferdinand W.",111,"Shepherd, James G.",121,2
"Roloson, Robert W.",112,"Shepherd, James G.",121,1
"Ruppert, Jacob",113,"Shepherd, James G.",121,2
"Ryerson, Martin A.",114,"Shepherd, James G.",121,1
"Sabin, Charles H.",115,"Shepherd, James G.",121,1
"Schiff, Jacob Henry",117,"Shepherd, James G.",121,1
"Schwab, Charles M.",118,"Shepherd, James G.",121,1
"Seligman, Henry",119,"Shepherd, James G.",121,2
"Seligman, Isaac Newton",120,"Shepherd, James G.",121,1
"Sloane, William Douglas",122,"Shepherd, James G.",121,1
"Smith, Charles Stewart",123,"Shepherd, James G.",121,1
"Smith, Theodore E.",124,"Shepherd, James G.",121,1
"Spaulding, William S.",125,"Shepherd, James G.",121,1
"Spoor, John A.",126,"Shepherd, James G.",121,1
"Stanford, Leland",127,"Shepherd, James G.",121,1
"Stern, Louis",128,"Shepherd, James G.",121,1
"Stewart, Lispenard",129,"Shepherd, James G.",121,1
"Stillman, James",130,"Shepherd, James G.",121,2
"Tenney, Charles Henry",131,"Shepherd, James G.",121,1
"Terry, John T.",132,"Shepherd, James G.",121,1
"Thorne, Samuel P.",134,"Shepherd, James G.",121,2
"Tousey, Sinclair",135,"Shepherd, James G.",121,1
"Valentine, P.A.",138,"Shepherd, James G.",121,1
"Vanderbilt, Cornelius II",139,"Shepherd, James G.",121,1
"Walters, Henry",142,"Shepherd, James G.",121,1
"Ward, Leslie Dodd",143,"Shepherd, James G.",121,2
"Warren, John Hobart",144,"Shepherd, James G.",121,1
"White, George Robert",145,"Shepherd, James G.",121,1
"Woolworth, Frank Winfield",147,"Shepherd, James G.",121,1
"Adams, Edward D.",148,"Sloane, William Douglas",122,3
"Aitken, John W.",1,"Sloane, William Douglas",122,3
"Alger, Russel Alexander",2,"Sloane, William Douglas",122,2
"Allen, George L.",3,"Sloane, William Douglas",122,1
"Allis, Charles",4,"Sloane, William Douglas",122,2
"Ames, Frederick Lothrop",5,"Sloane, William Douglas",122,3
"Ames, Oliver",6,"Sloane, William Douglas",122,2
"Andrews, William Loring",162,"Sloane, William Douglas",122,1
"Astor, John Jacob (III)",7,"Sloane, William Douglas",122,2
"Astor, William",152,"Sloane, William Douglas",122,1
"Baker, George F.",8,"Sloane, William Douglas",122,4
"Barger, Samuel F.",10,"Sloane, William Douglas",122,4
"Bartlett, Francis",11,"Sloane, William Douglas",122,1
"Bennett, James Gordon Jr.",156,"Sloane, William Douglas",122,1
"Berwind, Edward Julius",12,"Sloane, William Douglas",122,3
"Bishop, Heber R.",13,"Sloane, William Douglas",122,3
"Bixby, William K.",14,"Sloane, William Douglas",122,3
"Blumenthal, George",15,"Sloane, William Douglas",122,2
"Borden, Matthew Challoner Durfee",16,"Sloane, William Douglas",122,2
"Bostwick, Jabez A.",17,"Sloane, William Douglas",122,1
"Brookfield, William",18,"Sloane, William Douglas",122,2
"Burrage, Albert C.",19,"Sloane, William Douglas",122,1
"Butler, Theron R.",20,"Sloane, William Douglas",122,2
"Carstairs, John Haseltine",149,"Sloane, William Douglas",122,1
"Catlin, Daniel",21,"Sloane, William Douglas",122,2
"Clark, George Crawford",22,"Sloane, William Douglas",122,1
"Clark, William (Newark)",23,"Sloane, William Douglas",122,1
"Clark, William Andrews",24,"Sloane, William Douglas",122,3
"Clarke, Thomas B.",25,"Sloane, William Douglas",122,1
"Closson, James T.",26,"Sloane, William Douglas",122,1
"Clyde, William P.",27,"Sloane, William Douglas",122,2
"Cochran, Thomas",28,"Sloane, William Douglas",122,4
"Coffin, Charles Albert",29,"Sloane, William Douglas",122,1
"Comstock, William C.",30,"Sloane, William Douglas",122,1
"Connor, Washington Everett",31,"Sloane, William Douglas",122,1
"Cook, Henry H.",32,"Sloane, William Douglas",122,1
"Crocker, Charles",33,"Sloane, William Douglas",122,2
"Curtis, George N.",34,"Sloane, William Douglas",122,1
"Curtis, William John",35,"Sloane, William Douglas",122,3
"Davis, Theodore M.",36,"Sloane, William Douglas",122,1
"De Lima, David A.",37,"Sloane, William Douglas",122,2
"Deering, Charles",38,"Sloane, William Douglas",122,1
"Dick, Harris Brisbane",157,"Sloane, William Douglas",122,1
"Ellsworth, James W.",39,"Sloane, William Douglas",122,3
"Fahnestock, Harris Charles",40,"Sloane, William Douglas",122,4
"Field, Marshall",150,"Sloane, William Douglas",122,1
"Fiske, Josiah M.",41,"Sloane, William Douglas",122,2
"Flagler, Henry Morrison",42,"Sloane, William Douglas",122,2
"Fletcher, Isaac D.",43,"Sloane, William Douglas",122,2
"Flower, Frederick, S.",44,"Sloane, William Douglas",122,3
"Foos, Lamar",45,"Sloane, William Douglas",122,1
"Frick, Henry Clay (NY)",46,"Sloane, William Douglas",122,2
"Gardiner, George Schuyler",47,"Sloane, William Douglas",122,1
"Gary, Elbert H.",48,"Sloane, William Douglas",122,2
"Gould, Frank Jay",49,"Sloane, William Douglas",122,3
"Gould, George Jay I",50,"Sloane, William Douglas",122,3
"Graham, Malcolm",51,"Sloane, William Douglas",122,1
"Harbeck, Charles T.",158,"Sloane, William Douglas",122,1
"Harding, J. Horace",52,"Sloane, William Douglas",122,3
"Harkness, Charles W.",53,"Sloane, William Douglas",122,2
"Harkness, Edward",54,"Sloane, William Douglas",122,1
"Harper, Fletcher, Jr.",159,"Sloane, William Douglas",122,1
"Harper, Joseph Abner",160,"Sloane, William Douglas",122,1
"Harrison, Hugh H.",55,"Sloane, William Douglas",122,2
"Hartley, Marcellus",56,"Sloane, William Douglas",122,2
"Healy, Aaron Augustus",57,"Sloane, William Douglas",122,1
"Hearn, George A.",151,"Sloane, William Douglas",122,1
"Hearst, William Randolph",154,"Sloane, William Douglas",122,1
"Heye, Dr. George G.",58,"Sloane, William Douglas",122,1
"Hill, James N.",59,"Sloane, William Douglas",122,2
"Hine, Francis L.",60,"Sloane, William Douglas",122,2
"Hoagland, Joseph Christoffel",61,"Sloane, William Douglas",122,1
"Holmes, John Grier",62,"Sloane, William Douglas",122,2
"Horton, Henry Lawrence",63,"Sloane, William Douglas",122,1
"Hotchkiss, Horace L.",64,"Sloane, William Douglas",122,2
"Hoyt, Charles Albert",65,"Sloane, William Douglas",122,2
"Humphreys, Dr. Alexander C.",66,"Sloane, William Douglas",122,1
"Huntington, Collis P.",67,"Sloane, William Douglas",122,3
"Huntington, Henry Edwards",68,"Sloane, William Douglas",122,3
"Hutchinson, William J.",69,"Sloane, William Douglas",122,2
"Hyde, Clarence M.",70,"Sloane, William Douglas",122,1
"Hyde, Henry Baldwin",71,"Sloane, William Douglas",122,2
"Ives, Brayton C.",72,"Sloane, William Douglas",122,3
"Jackson, Edwin E.",73,"Sloane, William Douglas",122,2
"Jennings, Frederick Beach",74,"Sloane, William Douglas",122,4
"Jennings, Walter",75,"Sloane, William Douglas",122,3
"Jewett, William Kennon",76,"Sloane, William Douglas",122,3
"King, David H., Jr.",77,"Sloane, William Douglas",122,1
"Lambert, Catholina",78,"Sloane, William Douglas",122,2
"Lawrence, Cyrus I.",79,"Sloane, William Douglas",122,2
"Lawrence, Frank R.",80,"Sloane, William Douglas",122,1
"Layton, Frederick",81,"Sloane, William Douglas",122,1
"Lehmaier, Louis A.",161,"Sloane, William Douglas",122,1
"Lehman, Arthur",82,"Sloane, William Douglas",122,5
"Leighton, George E.",83,"Sloane, William Douglas",122,3
"Lewisohn, Adolph",84,"Sloane, William Douglas",122,1
"Mansfield, Burton",85,"Sloane, William Douglas",122,2
"Mather, Samuel",86,"Sloane, William Douglas",122,3
"McAlpin, David H.",87,"Sloane, William Douglas",122,2
"McGarrah, G. W.",88,"Sloane, William Douglas",122,2
"Mellon, Andrew W.",89,"Sloane, William Douglas",122,3
"Merriam, William Rush",90,"Sloane, William Douglas",122,2
"Milbank, Jeremiah",91,"Sloane, William Douglas",122,3
"Milliken, Seth Mellen",92,"Sloane, William Douglas",122,3
"Mills, Darius Ogden",93,"Sloane, William Douglas",122,2
"Moore, William Henry",94,"Sloane, William Douglas",122,4
"Morgan, J. Pierpont",95,"Sloane, William Douglas",122,3
"Morgan, J. Pierpont, Jr.",96,"Sloane, William Douglas",122,3
"Nickerson, Samuel M.",97,"Sloane, William Douglas",122,2
"Obrig, Adolf",98,"Sloane, William Douglas",122,2
"Oliver, George Tener",99,"Sloane, William Douglas",122,2
"Oliver, Henry W.",100,"Sloane, William Douglas",122,5
"Peavey, Frank Hutchinson",101,"Sloane, William Douglas",122,3
"Penfold, Edmund",102,"Sloane, William Douglas",122,1
"Peters, Samuel T.",103,"Sloane, William Douglas",122,2
"Raynor, James A.",104,"Sloane, William Douglas",122,1
"Ream, Norman B.",105,"Sloane, William Douglas",122,4
"Reid, Daniel G.",106,"Sloane, William Douglas",122,3
"Reisinger, Hugo",107,"Sloane, William Douglas",122,1
"Riker, John Lawrence",108,"Sloane, William Douglas",122,4
"Roberts, Marshall O.",109,"Sloane, William Douglas",122,3
"Rockefeller, William Avery Jr.",110,"Sloane, William Douglas",122,4
"Roebling, Ferdinand W.",111,"Sloane, William Douglas",122,3
"Roloson, Robert W.",112,"Sloane, William Douglas",122,3
"Ruppert, Jacob",113,"Sloane, William Douglas",122,2
"Ryerson, Martin A.",114,"Sloane, William Douglas",122,3
"Sabin, Charles H.",115,"Sloane, William Douglas",122,2
"Salter, Thomas P.",116,"Sloane, William Douglas",122,1
"Schiff, Jacob Henry",117,"Sloane, William Douglas",122,3
"Schwab, Charles M.",118,"Sloane, William Douglas",122,2
"Seligman, Henry",119,"Sloane, William Douglas",122,3
"Seligman, Isaac Newton",120,"Sloane, William Douglas",122,2
"Shepherd, James G.",121,"Sloane, William Douglas",122,1
"Smith, Charles Stewart",123,"Sloane, William Douglas",122,3
"Smith, Theodore E.",124,"Sloane, William Douglas",122,2
"Spaulding, William S.",125,"Sloane, William Douglas",122,3
"Spoor, John A.",126,"Sloane, William Douglas",122,2
"Stanford, Leland",127,"Sloane, William Douglas",122,3
"Stern, Louis",128,"Sloane, William Douglas",122,2
"Stewart, Lispenard",129,"Sloane, William Douglas",122,1
"Stillman, James",130,"Sloane, William Douglas",122,1
"Tenney, Charles Henry",131,"Sloane, William Douglas",122,2
"Terry, John T.",132,"Sloane, William Douglas",122,3
"Thomas, Seth Edward",133,"Sloane, William Douglas",122,1
"Thorne, Samuel P.",134,"Sloane, William Douglas",122,2
"Tousey, Sinclair",135,"Sloane, William Douglas",122,2
"Tuckerman, Lucius",136,"Sloane, William Douglas",122,1
"Valentine, Lawson",137,"Sloane, William Douglas",122,2
"Valentine, P.A.",138,"Sloane, William Douglas",122,3
"Vanderbilt, Cornelius II",139,"Sloane, William Douglas",122,2
"Vanderbilt, William Kissam",140,"Sloane, William Douglas",122,1
"Walker, E. Chandler",141,"Sloane, William Douglas",122,2
"Walters, Henry",142,"Sloane, William Douglas",122,2
"Ward, Leslie Dodd",143,"Sloane, William Douglas",122,4
"Warren, John Hobart",144,"Sloane, William Douglas",122,3
"White, George Robert",145,"Sloane, William Douglas",122,2
"Widener, Peter A.B.",146,"Sloane, William Douglas",122,2
"Woolworth, Frank Winfield",147,"Sloane, William Douglas",122,2
"Adams, Edward D.",148,"Smith, Charles Stewart",123,1
"Aitken, John W.",1,"Smith, Charles Stewart",123,3
"Allis, Charles",4,"Smith, Charles Stewart",123,1
"Ames, Frederick Lothrop",5,"Smith, Charles Stewart",123,1
"Astor, John Jacob (III)",7,"Smith, Charles Stewart",123,1
"Baker, George F.",8,"Smith, Charles Stewart",123,1
"Barger, Samuel F.",10,"Smith, Charles Stewart",123,1
"Bartlett, Francis",11,"Smith, Charles Stewart",123,1
"Berwind, Edward Julius",12,"Smith, Charles Stewart",123,2
"Bishop, Heber R.",13,"Smith, Charles Stewart",123,1
"Bixby, William K.",14,"Smith, Charles Stewart",123,1
"Blumenthal, George",15,"Smith, Charles Stewart",123,1
"Borden, Matthew Challoner Durfee",16,"Smith, Charles Stewart",123,1
"Brookfield, William",18,"Smith, Charles Stewart",123,1
"Butler, Theron R.",20,"Smith, Charles Stewart",123,1
"Carstairs, John Haseltine",149,"Smith, Charles Stewart",123,1
"Catlin, Daniel",21,"Smith, Charles Stewart",123,1
"Clark, George Crawford",22,"Smith, Charles Stewart",123,1
"Clark, William Andrews",24,"Smith, Charles Stewart",123,1
"Closson, James T.",26,"Smith, Charles Stewart",123,1
"Clyde, William P.",27,"Smith, Charles Stewart",123,1
"Cochran, Thomas",28,"Smith, Charles Stewart",123,2
"Comstock, William C.",30,"Smith, Charles Stewart",123,2
"Connor, Washington Everett",31,"Smith, Charles Stewart",123,1
"Cook, Henry H.",32,"Smith, Charles Stewart",123,1
"Crocker, Charles",33,"Smith, Charles Stewart",123,1
"Davis, Theodore M.",36,"Smith, Charles Stewart",123,1
"De Lima, David A.",37,"Smith, Charles Stewart",123,1
"Ellsworth, James W.",39,"Smith, Charles Stewart",123,1
"Fahnestock, Harris Charles",40,"Smith, Charles Stewart",123,1
"Field, Marshall",150,"Smith, Charles Stewart",123,1
"Fiske, Josiah M.",41,"Smith, Charles Stewart",123,2
"Flagler, Henry Morrison",42,"Smith, Charles Stewart",123,1
"Fletcher, Isaac D.",43,"Smith, Charles Stewart",123,1
"Flower, Frederick, S.",44,"Smith, Charles Stewart",123,1
"Frick, Henry Clay (NY)",46,"Smith, Charles Stewart",123,1
"Gary, Elbert H.",48,"Smith, Charles Stewart",123,2
"Gould, Frank Jay",49,"Smith, Charles Stewart",123,1
"Gould, George Jay I",50,"Smith, Charles Stewart",123,1
"Harding, J. Horace",52,"Smith, Charles Stewart",123,1
"Harkness, Charles W.",53,"Smith, Charles Stewart",123,1
"Hartley, Marcellus",56,"Smith, Charles Stewart",123,1
"Hearn, George A.",151,"Smith, Charles Stewart",123,1
"Heye, Dr. George G.",58,"Smith, Charles Stewart",123,1
"Hill, James N.",59,"Smith, Charles Stewart",123,2
"Hine, Francis L.",60,"Smith, Charles Stewart",123,1
"Holmes, John Grier",62,"Smith, Charles Stewart",123,1
"Horton, Henry Lawrence",63,"Smith, Charles Stewart",123,1
"Hotchkiss, Horace L.",64,"Smith, Charles Stewart",123,1
"Hoyt, Charles Albert",65,"Smith, Charles Stewart",123,1
"Humphreys, Dr. Alexander C.",66,"Smith, Charles Stewart",123,1
"Huntington, Collis P.",67,"Smith, Charles Stewart",123,2
"Huntington, Henry Edwards",68,"Smith, Charles Stewart",123,2
"Hutchinson, William J.",69,"Smith, Charles Stewart",123,1
"Hyde, Henry Baldwin",71,"Smith, Charles Stewart",123,2
"Ives, Brayton C.",72,"Smith, Charles Stewart",123,2
"Jackson, Edwin E.",73,"Smith, Charles Stewart",123,2
"Jennings, Frederick Beach",74,"Smith, Charles Stewart",123,2
"Jennings, Walter",75,"Smith, Charles Stewart",123,2
"Jewett, William Kennon",76,"Smith, Charles Stewart",123,1
"Lambert, Catholina",78,"Smith, Charles Stewart",123,1
"Lawrence, Cyrus I.",79,"Smith, Charles Stewart",123,1
"Lawrence, Frank R.",80,"Smith, Charles Stewart",123,1
"Lehman, Arthur",82,"Smith, Charles Stewart",123,2
"Leighton, George E.",83,"Smith, Charles Stewart",123,1
"Lewisohn, Adolph",84,"Smith, Charles Stewart",123,1
"Mansfield, Burton",85,"Smith, Charles Stewart",123,1
"Mather, Samuel",86,"Smith, Charles Stewart",123,2
"McAlpin, David H.",87,"Smith, Charles Stewart",123,1
"McGarrah, G. W.",88,"Smith, Charles Stewart",123,1
"Mellon, Andrew W.",89,"Smith, Charles Stewart",123,1
"Merriam, William Rush",90,"Smith, Charles Stewart",123,1
"Milbank, Jeremiah",91,"Smith, Charles Stewart",123,1
"Milliken, Seth Mellen",92,"Smith, Charles Stewart",123,2
"Mills, Darius Ogden",93,"Smith, Charles Stewart",123,1
"Moore, William Henry",94,"Smith, Charles Stewart",123,1
"Morgan, J. Pierpont",95,"Smith, Charles Stewart",123,1
"Morgan, J. Pierpont, Jr.",96,"Smith, Charles Stewart",123,1
"Nickerson, Samuel M.",97,"Smith, Charles Stewart",123,1
"Obrig, Adolf",98,"Smith, Charles Stewart",123,1
"Oliver, Henry W.",100,"Smith, Charles Stewart",123,2
"Peavey, Frank Hutchinson",101,"Smith, Charles Stewart",123,2
"Penfold, Edmund",102,"Smith, Charles Stewart",123,1
